,index,image_path,label
731,720,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Amaranthus Viridis (Arive-Dantu)/AV-S-068.jpg,10
732,569,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Ficus Religiosa (Peepal Tree)/FR-S-055.jpg,9
733,1505,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Ocimum Tenuiflorum (Tulsi)/OT-S-049.jpg,24
734,49,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Alpinia Galanga (Rasna)/AG-S-043.jpg,0
735,1683,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Artocarpus Heterophyllus (Jackfruit)/AH-S-009.jpg,27
736,759,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Syzygium Jambos (Rose Apple)/SJ-S-031.jpg,11
737,644,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Amaranthus Viridis (Arive-Dantu)/AV-S-036.jpg,10
738,722,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Amaranthus Viridis (Arive-Dantu)/AV-S-100.jpg,10
739,1401,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Brassica Juncea (Indian Mustard)/BJ-S-023.jpg,22
740,1650,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Artocarpus Heterophyllus (Jackfruit)/AH-S-052.jpg,27
741,1736,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Pongamia Pinnata (Indian Beech)/PP-S-022.jpg,28
742,937,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Plectranthus Amboinicus (Mexican Mint)/PA-S-046.jpg,15
743,911,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Hibiscus Rosa-sinensis/HR-S-015.jpg,14
744,1266,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Punica Granatum (Pomegranate)/PG-S-068.jpg,20
745,44,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Alpinia Galanga (Rasna)/AG-S-024.jpg,0
746,1508,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Ocimum Tenuiflorum (Tulsi)/OT-S-009.jpg,24
747,245,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Mentha (Mint)/M-S-084.jpg,4
748,1096,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Basella Alba (Basale)/BA-S-082.jpg,17
749,300,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Azadirachta Indica (Neem)/AI-S-038.jpg,5
750,1151,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Tabernaemontana Divaricata (Crape Jasmine)/TD-S-014.jpg,18
751,583,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Ficus Religiosa (Peepal Tree)/FR-S-028.jpg,9
752,831,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Piper Betle (Betel)/PB-S-040.jpg,13
753,269,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Mentha (Mint)/M-S-001.jpg,4
754,1768,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Carissa Carandas (Karanda)/CC-S-042.jpg,29
755,313,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Azadirachta Indica (Neem)/AI-S-032.jpg,5
756,1503,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Ocimum Tenuiflorum (Tulsi)/OT-S-045.jpg,24
757,283,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Azadirachta Indica (Neem)/AI-S-022.jpg,5
758,1271,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Punica Granatum (Pomegranate)/PG-S-041.jpg,20
759,540,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Muntingia Calabura (Jamaica Cherry-Gasagase)/MC-S-003.jpg,8
760,406,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Jasminum (Jasmine)/J-S-048.jpg,6
761,1389,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Brassica Juncea (Indian Mustard)/BJ-S-032.jpg,22
762,338,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Azadirachta Indica (Neem)/AI-S-015.jpg,5
763,466,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Moringa Oleifera (Drumstick)/MO-S-064.jpg,7
764,363,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Jasminum (Jasmine)/J-S-002.jpg,6
765,1127,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Tabernaemontana Divaricata (Crape Jasmine)/TD-S-024.jpg,18
766,320,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Azadirachta Indica (Neem)/AI-S-037.jpg,5
767,1567,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Psidium Guajava (Guava)/PG-S-033.jpg,25
768,1124,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Basella Alba (Basale)/BA-S-016.jpg,17
769,1132,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Tabernaemontana Divaricata (Crape Jasmine)/TD-S-025.jpg,18
770,1831,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Carissa Carandas (Karanda)/CC-S-016.jpg,29
771,70,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Murraya Koenigii (Curry)/MK-S-016.jpg,1
772,1142,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Tabernaemontana Divaricata (Crape Jasmine)/TD-S-013.jpg,18
773,500,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Muntingia Calabura (Jamaica Cherry-Gasagase)/MC-S-048.jpg,8
774,10,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Alpinia Galanga (Rasna)/AG-S-016.jpg,0
775,685,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Amaranthus Viridis (Arive-Dantu)/AV-S-096.jpg,10
776,1740,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Pongamia Pinnata (Indian Beech)/PP-S-009.jpg,28
777,505,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Muntingia Calabura (Jamaica Cherry-Gasagase)/MC-S-006.jpg,8
778,83,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Murraya Koenigii (Curry)/MK-S-005.jpg,1
779,1050,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Basella Alba (Basale)/BA-S-100.jpg,17
780,1614,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Mangifera Indica (Mango)/MI-S-011.jpg,26
781,1003,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Citrus Limon (Lemon)/CL-S-041.jpg,16
782,64,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Murraya Koenigii (Curry)/MK-S-044.jpg,1
783,1015,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Citrus Limon (Lemon)/CL-S-009.jpg,16
784,1255,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Punica Granatum (Pomegranate)/PG-S-053.jpg,20
785,1743,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Pongamia Pinnata (Indian Beech)/PP-S-056.jpg,28
786,416,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Moringa Oleifera (Drumstick)/MO-S-051.jpg,7
787,1495,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Ocimum Tenuiflorum (Tulsi)/OT-S-047.jpg,24
788,1685,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Artocarpus Heterophyllus (Jackfruit)/AH-S-016.jpg,27
789,810,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Nyctanthes Arbor-tristis (Parijata)/NA-S-034.jpg,12
790,205,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Mentha (Mint)/M-S-052.jpg,4
791,328,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Azadirachta Indica (Neem)/AI-S-042.jpg,5
792,486,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Moringa Oleifera (Drumstick)/MO-S-016.jpg,7
793,1129,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Tabernaemontana Divaricata (Crape Jasmine)/TD-S-027.jpg,18
794,1550,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Psidium Guajava (Guava)/PG-S-058.jpg,25
795,1811,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Carissa Carandas (Karanda)/CC-S-051.jpg,29
796,528,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Muntingia Calabura (Jamaica Cherry-Gasagase)/MC-S-017.jpg,8
797,1759,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Pongamia Pinnata (Indian Beech)/PP-S-054.jpg,28
798,656,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Amaranthus Viridis (Arive-Dantu)/AV-S-019.jpg,10
799,418,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Moringa Oleifera (Drumstick)/MO-S-039.jpg,7
800,1642,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Mangifera Indica (Mango)/MI-S-037.jpg,26
801,1205,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Ficus Auriculata (Roxburgh fig)/FA-S-035.jpg,19
802,1260,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Punica Granatum (Pomegranate)/PG-S-028.jpg,20
803,1460,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Nerium Oleander (Oleander)/NO-S-060.jpg,23
804,1791,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Carissa Carandas (Karanda)/CC-S-073.jpg,29
805,590,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Ficus Religiosa (Peepal Tree)/FR-S-046.jpg,9
806,725,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Amaranthus Viridis (Arive-Dantu)/AV-S-085.jpg,10
807,820,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Nyctanthes Arbor-tristis (Parijata)/NA-S-002.jpg,12
808,1322,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Santalum Album (Sandalwood)/SA-S-024.jpg,21
809,472,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Moringa Oleifera (Drumstick)/MO-S-010.jpg,7
810,1486,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Ocimum Tenuiflorum (Tulsi)/OT-S-021.jpg,24
811,131,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Trigonella Foenum-graecum (Fenugreek)/TF-S-016.jpg,2
812,15,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Alpinia Galanga (Rasna)/AG-S-039.jpg,0
813,439,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Moringa Oleifera (Drumstick)/MO-S-044.jpg,7
814,1727,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Pongamia Pinnata (Indian Beech)/PP-S-046.jpg,28
815,476,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Moringa Oleifera (Drumstick)/MO-S-053.jpg,7
816,853,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Piper Betle (Betel)/PB-S-044.jpg,13
817,1168,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Tabernaemontana Divaricata (Crape Jasmine)/TD-S-010.jpg,18
818,728,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Amaranthus Viridis (Arive-Dantu)/AV-S-122.jpg,10
819,1238,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Punica Granatum (Pomegranate)/PG-S-047.jpg,20
820,1414,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Nerium Oleander (Oleander)/NO-S-004.jpg,23
821,693,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Amaranthus Viridis (Arive-Dantu)/AV-S-123.jpg,10
822,1705,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Pongamia Pinnata (Indian Beech)/PP-S-006.jpg,28
823,1253,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Punica Granatum (Pomegranate)/PG-S-052.jpg,20
824,703,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Amaranthus Viridis (Arive-Dantu)/AV-S-113.jpg,10
825,103,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Murraya Koenigii (Curry)/MK-S-024.jpg,1
826,1307,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Punica Granatum (Pomegranate)/PG-S-043.jpg,20
827,60,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Murraya Koenigii (Curry)/MK-S-056.jpg,1
828,784,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Syzygium Jambos (Rose Apple)/SJ-S-017.jpg,11
829,1465,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Ocimum Tenuiflorum (Tulsi)/OT-S-015.jpg,24
830,1315,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Santalum Album (Sandalwood)/SA-S-039.jpg,21
831,78,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Murraya Koenigii (Curry)/MK-S-033.jpg,1
832,1794,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Carissa Carandas (Karanda)/CC-S-047.jpg,29
833,391,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Jasminum (Jasmine)/J-S-020.jpg,6
834,165,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Syzygium Cumini (Jamun)/SC-S-032.jpg,3
835,1236,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Punica Granatum (Pomegranate)/PG-S-071.jpg,20
836,1556,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Psidium Guajava (Guava)/PG-S-042.jpg,25
837,1265,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Punica Granatum (Pomegranate)/PG-S-015.jpg,20
838,1234,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Punica Granatum (Pomegranate)/PG-S-074.jpg,20
839,1752,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Pongamia Pinnata (Indian Beech)/PP-S-057.jpg,28
840,349,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Jasminum (Jasmine)/J-S-023.jpg,6
841,185,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Mentha (Mint)/M-S-034.jpg,4
842,1457,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Nerium Oleander (Oleander)/NO-S-044.jpg,23
843,371,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Jasminum (Jasmine)/J-S-032.jpg,6
844,117,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Trigonella Foenum-graecum (Fenugreek)/TF-S-021.jpg,2
845,1336,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Santalum Album (Sandalwood)/SA-S-005.jpg,21
846,1017,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Citrus Limon (Lemon)/CL-S-034.jpg,16
847,252,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Mentha (Mint)/M-S-002.jpg,4
848,507,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Muntingia Calabura (Jamaica Cherry-Gasagase)/MC-S-042.jpg,8
849,1819,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Carissa Carandas (Karanda)/CC-S-013.jpg,29
850,311,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Azadirachta Indica (Neem)/AI-S-039.jpg,5
851,717,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Amaranthus Viridis (Arive-Dantu)/AV-S-116.jpg,10
852,1212,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Ficus Auriculata (Roxburgh fig)/FA-S-026.jpg,19
853,395,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Jasminum (Jasmine)/J-S-064.jpg,6
854,625,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Amaranthus Viridis (Arive-Dantu)/AV-S-051.jpg,10
855,695,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Amaranthus Viridis (Arive-Dantu)/AV-S-105.jpg,10
856,761,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Syzygium Jambos (Rose Apple)/SJ-S-039.jpg,11
857,358,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Jasminum (Jasmine)/J-S-017.jpg,6
858,996,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Citrus Limon (Lemon)/CL-S-014.jpg,16
859,263,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Mentha (Mint)/M-S-011.jpg,4
860,359,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Jasminum (Jasmine)/J-S-053.jpg,6
861,1646,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Artocarpus Heterophyllus (Jackfruit)/AH-S-001.jpg,27
862,1282,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Punica Granatum (Pomegranate)/PG-S-050.jpg,20
863,846,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Piper Betle (Betel)/PB-S-036.jpg,13
864,783,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Syzygium Jambos (Rose Apple)/SJ-S-005.jpg,11
865,1698,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Artocarpus Heterophyllus (Jackfruit)/AH-S-051.jpg,27
866,1549,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Psidium Guajava (Guava)/PG-S-019.jpg,25
867,1579,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Psidium Guajava (Guava)/PG-S-032.jpg,25
868,1079,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Basella Alba (Basale)/BA-S-092.jpg,17
869,634,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Amaranthus Viridis (Arive-Dantu)/AV-S-089.jpg,10
870,1753,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Pongamia Pinnata (Indian Beech)/PP-S-017.jpg,28
871,858,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Piper Betle (Betel)/PB-S-024.jpg,13
872,771,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Syzygium Jambos (Rose Apple)/SJ-S-022.jpg,11
873,1257,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Punica Granatum (Pomegranate)/PG-S-035.jpg,20
874,16,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Alpinia Galanga (Rasna)/AG-S-012.jpg,0
875,51,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Murraya Koenigii (Curry)/MK-S-047.jpg,1
876,1410,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Nerium Oleander (Oleander)/NO-S-054.jpg,23
877,493,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Muntingia Calabura (Jamaica Cherry-Gasagase)/MC-S-027.jpg,8
878,1404,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Nerium Oleander (Oleander)/NO-S-055.jpg,23
879,601,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Ficus Religiosa (Peepal Tree)/FR-S-063.jpg,9
880,1742,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Pongamia Pinnata (Indian Beech)/PP-S-035.jpg,28
881,1128,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Tabernaemontana Divaricata (Crape Jasmine)/TD-S-047.jpg,18
882,351,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Jasminum (Jasmine)/J-S-044.jpg,6
883,1340,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Santalum Album (Sandalwood)/SA-S-022.jpg,21
884,1808,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Carissa Carandas (Karanda)/CC-S-012.jpg,29
885,1677,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Artocarpus Heterophyllus (Jackfruit)/AH-S-023.jpg,27
886,961,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Plectranthus Amboinicus (Mexican Mint)/PA-S-019.jpg,15
887,1553,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Psidium Guajava (Guava)/PG-S-065.jpg,25
888,988,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Citrus Limon (Lemon)/CL-S-043.jpg,16
889,97,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Murraya Koenigii (Curry)/MK-S-011.jpg,1
890,1724,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Pongamia Pinnata (Indian Beech)/PP-S-048.jpg,28
891,1355,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Santalum Album (Sandalwood)/SA-S-055.jpg,21
892,1603,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Mangifera Indica (Mango)/MI-S-003.jpg,26
893,196,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Mentha (Mint)/M-S-008.jpg,4
894,1695,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Artocarpus Heterophyllus (Jackfruit)/AH-S-053.jpg,27
895,183,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Syzygium Cumini (Jamun)/SC-S-035.jpg,3
896,1615,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Mangifera Indica (Mango)/MI-S-041.jpg,26
897,1782,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Carissa Carandas (Karanda)/CC-S-057.jpg,29
898,613,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Amaranthus Viridis (Arive-Dantu)/AV-S-017.jpg,10
899,145,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Trigonella Foenum-graecum (Fenugreek)/TF-S-003.jpg,2
900,1123,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Basella Alba (Basale)/BA-S-047.jpg,17
901,1452,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Nerium Oleander (Oleander)/NO-S-014.jpg,23
902,682,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Amaranthus Viridis (Arive-Dantu)/AV-S-070.jpg,10
903,533,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Muntingia Calabura (Jamaica Cherry-Gasagase)/MC-S-038.jpg,8
